"lemma","originalCandidate","pos","candidateLevel","article","sourceCourses","courseUnits","firstChapter","sourceInflections","officialForms","officialPOS","officialHeadwordFound","zh","exampleNb","exampleZh","resolution"
"fritidsaktivitet","fritidsaktivitet","名词","","en","NTNU NoW1","07B","7","","fritidsaktivitet · fritidsaktiviteten · fritidsaktivitetene · fritidsaktiviteter","NOUN","True","","","","Ordbank 词头匹配"
"ganske","ganske","副词","","","NTNU LearnNoW","07D","7","","ganske","ADV","True","","","","Ordbank 词头匹配"
"gi","gi","动词","","","NTNU NoW1","07A; 08A","7","","ga · gav · gi · giende · gir · gis · gitt · gitte","VERB","True","","","","Ordbank 词头匹配"
"gøy","gøy","名词","","","NTNU NoW1","07B","7","","gøy · gøye · gøyere · gøyest · gøyeste","NOUN; ADJ","True","","","","Ordbank 词头匹配"
"grammatikk","grammatikk","名词","","en","NTNU NoW1","07A","7","","grammatikk · grammatikken · grammatikkene · grammatikker","NOUN","True","","","","Ordbank 词头匹配"
"gruppe","gruppe","名词","","ei","NTNU NoW1","07A","7","","gruppa · gruppe · gruppen · gruppene · grupper","NOUN","True","","","","Ordbank 词头匹配"
"heldigvis","heldigvis","副词","","","NTNU LearnNoW","07A","7","","heldigvis","ADV","True","","","","Ordbank 词头匹配"
"heller","heller","名词","","","NTNU NoW1","07B","7","","heller · hellere · helleren · hellerne","NOUN; ADV","True","","","","Ordbank 词头匹配"
"hjemland","hjemland","名词","","et","NTNU NoW1","07B","7","","hjemland · hjemlanda · hjemlandene · hjemlandet","NOUN","True","","","","Ordbank 词头匹配"
"hobby","hobby","名词","","en","NTNU NoW1","07B","7","","hobby · hobbyen · hobbyene · hobbyer","NOUN","True","","","","Ordbank 词头匹配"
"iblant","iblant","介词","","","NTNU NoW1","07B","7","","iblant","ADP","True","","","","Ordbank 词头匹配"
"informasjon","informasjon","名词","","en","NTNU LearnNoW","07B","7","informasjonen, informasjoner, informasjonene","informasjon · informasjonen · informasjonene · informasjoner","NOUN","True","","","","Ordbank 词头匹配"
"kamerat","kamerat","名词","","en","NTNU LearnNoW","07C","7","kameraten, kamerater, kameratene","kamerat · kameraten · kameratene · kamerater","NOUN","True","","","","Ordbank 词头匹配"
"kjekk","kjekk","形容词","","","NTNU LearnNoW","07D","7","kjekt, kjekke","kjekk · kjekke · kjekkere · kjekkest · kjekkeste · kjekt","ADJ","True","","","","Ordbank 词头匹配"
"kjempemorsom","kjempemorsom","形容词","","","NTNU NoW1","07B","7","","","","False","","","","常见屈折形式/透明构词人工归一；待复核"
"kjempesøt","kjempesøt","形容词","","","NTNU NoW1","07A","7","","","","False","","","","常见屈折形式/透明构词人工归一；待复核"
"klatre","klatre","动词","","å","NTNU NoW1","07B","7","","klatr · klatra · klatre · klatrede · klatrende · klatrer · klatres · klatret · klatrete","VERB","True","","","","Ordbank 词头匹配"
"klatregruppe","klatregruppe","名词","","ei","NTNU NoW1","07B","7","","","","False","","","","存在多个可能词头；需人工消歧"
"knapp","knapp","名词","","en","NTNU LearnNoW","07A","7","knappen, knapper, knappene","knapp · knappe · knappen · knappene · knapper · knappere · knappest · knappeste · knapt","NOUN","True","","","","Ordbank 词头匹配"
"lego","lego","名词","","en","NTNU LearnNoW","07C","7","legoen, legoer, legoene","","","False","","","","存在多个可能词头；需人工消歧"
"leke","leke","动词","","å","NTNU LearnNoW","07C","7","leker, lekte, har lekt","lek · leka · leke · leken · lekende · lekene · leker · lekes · lekt · lekte","VERB","True","","","","Ordbank 词头匹配"
"lekse","lekse","名词","","ei","NTNU LearnNoW","07D","7","leksa, lekser, leksene","leks · leksa · lekse · leksede · leksen · leksende · leksene · lekser · lekses · lekset · leksete","NOUN","True","","","","Ordbank 词头匹配"
"løse","løse","动词","","å","NTNU LearnNoW","07B","7","løser, løste, har løst","løs · løse · løsende · løser · løses · løst · løste","VERB","True","","","","Ordbank 词头匹配"
"modell","modell","名词","","en","NTNU LearnNoW","07B","7","modellen, modeller, modellene","modell · modellen · modellene · modeller","NOUN","True","","","","Ordbank 词头匹配"
"mye","mye","形容词","","","NTNU LearnNoW","07A","7","","mer · mest · meste · mye","ADJ","True","","","","Ordbank 词头匹配"
"nervøs","nervøs","形容词","","","NTNU LearnNoW","07D","7","nervøst, nervøse","nervøs · nervøse · nervøsere · nervøsest · nervøseste · nervøst","ADJ","True","","","","Ordbank 词头匹配"
"nesten","nesten","副词","","","NTNU LearnNoW","07B","7","","nesten","ADV","True","","","","Ordbank 词头匹配"
"nokså","nokså","副词","","","NTNU LearnNoW","07D","7","","nokså","ADV","True","","","","Ordbank 词头匹配"
"nyhet","nyhet","名词","","en","NTNU LearnNoW","07C","7","nyheten, nyheter, nyhetene","nyhet · nyheta · nyheten · nyhetene · nyheter","NOUN","True","","","","Ordbank 词头匹配"
"oppe","oppe","副词","","","NTNU LearnNoW","07A","7","","oppe","ADV","True","","","","Ordbank 词头匹配"
"perm","perm","名词","","en","NTNU LearnNoW","07B","7","permen, permer, permene","perm · permen · permene · permer","NOUN","True","","","","Ordbank 词头匹配"
"personale","personale","名词","","et","NTNU LearnNoW","07C","7","personalet, personaler, personalene","personala · personale · personalene · personaler · personalet","NOUN","True","","","","Ordbank 词头匹配"
"problem","problem","名词","","et","NTNU LearnNoW","07B","7","problemet, problemer, problemene","problem · problema · problemene · problemer · problemet","NOUN","True","","","","Ordbank 词头匹配"
"prosjekt","prosjekt","名词","","et","NTNU LearnNoW","07B","7","prosjektet, prosjekter, prosjektene","prosjekt · prosjekta · prosjektene · prosjekter · prosjektet","NOUN","True","","","","Ordbank 词头匹配"
"rapport","rapport","名词","","en","NTNU LearnNoW","07B","7","rapporten, rapporter, rapportene","rapport · rapporten · rapportene · rapporter","NOUN","True","","","","Ordbank 词头匹配"
"rar","rar","形容词","","","NTNU LearnNoW","07D","7","rart, rare","rar · rare · rarere · rarest · rareste · rart","ADJ","True","","","","Ordbank 词头匹配"
"sint","sint","形容词","","","NTNU LearnNoW","07D","7","sint, sinte","sint · sinte · sintere · sintest · sinteste","ADJ","True","","","","Ordbank 词头匹配"
"sjef","sjef","名词","","en","NTNU LearnNoW","07B","7","sjefen, sjefer, sjefene","sjef · sjefen · sjefene · sjefer","NOUN","True","","","","Ordbank 词头匹配"
"sjenert","sjenert","形容词","","","NTNU LearnNoW","07C","7","sjenert, sjenerte","sjenert · sjenerte","ADJ","True","","","","Ordbank 词头匹配"
"skremme","skremme","动词","","å","NTNU LearnNoW","07A","7","skremmer, skremte, har skremt","skrem · skremme · skremmende · skremmer · skremmes · skremt · skremte","VERB","True","","","","Ordbank 词头匹配"
"søndag","søndag","名词","","en","NTNU LearnNoW","07A","7","søndagen, søndager, søndagene","søndag · søndagen · søndagene · søndager","NOUN","True","","","","Ordbank 词头匹配"
"spennende","spennende","形容词","","","NTNU LearnNoW","07C","7","spennende, spennende","spennende","ADJ","True","","","","Ordbank 词头匹配"
"stille","stille","形容词","","","NTNU LearnNoW","07A","7","","still · stilla · stille · stillede · stillen · stillende · stillene · stiller · stillere · stilles · stillest · stilleste · stillet · stillete · stilt · stilte","ADJ","True","","","","Ordbank 词头匹配"
"sur","sur","形容词","","","NTNU LearnNoW","07D","7","surt, sure","sur · sure · surere · surest · sureste · surt","ADJ","True","","","","Ordbank 词头匹配"
"ting","ting","名词","","en","NTNU LearnNoW","07C","7","tingen, ting, tingene","ting · tinga · tingen · tingene · tinget","NOUN","True","","","","Ordbank 词头匹配"
"trykke","trykke","动词","","å","NTNU LearnNoW","07A","7","trykker, trykket, har trykket","trykk · trykke · trykkede · trykkende · trykker · trykkes · trykket · trykkete · trykt · trykte","VERB","True","","","","Ordbank 词头匹配"
"under","under","介词","","","NTNU LearnNoW","07A","7","","under · undera · undere · underet · underne · undre · undrene","ADP","True","","","","Ordbank 词头匹配"
"viktig","viktig","形容词","","","NTNU LearnNoW","07B","7","viktig, viktige","viktig · viktige · viktigere · viktigst · viktigste","ADJ","True","","","","Ordbank 词头匹配"
"virke","virke","动词","","å","NTNU LearnNoW","07C","7","virker, virket, har virket","virk · virka · virke · virkede · virkende · virkene · virker · virkes · virket · virkete","VERB","True","","","","Ordbank 词头匹配"
"bedring","bedring","名词","","ei","NTNU LearnNoW; NTNU NoW1","08B; 10B","8","bedringa, bedringer, bedringene","bedring · bedringa · bedringen · bedringene · bedringer","NOUN","True","","","","Ordbank 词头匹配"
"beskjed","beskjed","名词","","en","NTNU LearnNoW; NTNU NoW1","08A","8","beskjeden, beskjeder, beskjedene","beskjed · beskjeden · beskjedene · beskjeder","NOUN","True","","","","Ordbank 词头匹配"
"enn","enn","从属连词","","","NTNU LearnNoW; NTNU NoW1","08A; 10B","8","","enn","SCONJ; ADV","True","","","","Ordbank 词头匹配"
"fest","fest","名词","","en","NTNU LearnNoW; NTNU NoW1","08B; 11A","8","festen, fester, festene","fest · festen · festene · fester","NOUN","True","","","","Ordbank 词头匹配"
"føle","føle","动词","","å","NTNU LearnNoW; NTNU NoW1","08B; 09C","8","føler, følte, har følt","føl · føle · følende · føler · føles · følt · følte","VERB","True","","","","Ordbank 词头匹配"
"fryse","fryse","动词","","å","NTNU LearnNoW; NTNU NoW1","08A; 12B","8","fryser, frøs, har frosset","frøs · frosne · frossen · frosset · frøys · frys · fryse · frysende · fryser · fryses · fryst · fryste","VERB","True","","","","Ordbank 词头匹配"
"gulv","gulv","名词","","et","NTNU LearnNoW; NTNU NoW1","08B; 12D","8","gulvet, gulv, gulvene","gulv · gulva · gulvene · gulvet","NOUN","True","","","","Ordbank 词头匹配"
"hals","hals","名词","","en","NTNU LearnNoW; NTNU NoW1","08B; 10A","8","halsen, halser, halsene","hals · halsen · halsene · halser","NOUN","True","","","","Ordbank 词头匹配"
"huff","huff","名词","","","NTNU LearnNoW; NTNU NoW1","08A; 10B","8","","huff · huffa · huffene · huffet","NOUN; INTJ","True","","","","Ordbank 词头匹配"
"hytte","hytte","名词","","ei","NTNU LearnNoW; NTNU NoW1","08A; 08C","8","hytta, hytter, hyttene","hytt · hytta · hytte · hyttede · hytten · hyttende · hyttene · hytter · hyttes · hyttet · hyttete","NOUN","True","","","","Ordbank 词头匹配"
"hyttetur","hyttetur","名词","","en","NTNU LearnNoW; NTNU NoW1","08A; 11B","8","hytteturen, hytteturer, hytteturene","hyttetur · hytteturen · hytteturene · hytteturer","NOUN","True","","","","Ordbank 词头匹配"
"influensa","influensa","名词","","en","NTNU LearnNoW; NTNU NoW1","08B; 10A","8","influensaen, influensaer, influensaene","influensa · influensaen · influensaene · influensaer","NOUN","True","","","","Ordbank 词头匹配"
"øve","øve","动词","","å","NTNU LearnNoW; NorweigenLearn 当前词库","08D","8","øve – øver – øvde – øvd / øver, øvde, har øvd","øv · øvd · øvde · øve · øvede · øvende · øver · øves · øvet · øvete","VERB","True","练习","Jeg øver hver dag.","","Ordbank 词头匹配"
"språk","språk","名词","","et","NTNU LearnNoW; NorweigenLearn 当前词库","08B","8","et språk · språket · språk · språkene / språket, språk, språkene","språk · språka · språkene · språket","NOUN","True","语言","Norsk er et fint språk.","挪威语是一门很美的语言。","Ordbank 词头匹配"
"aha","aha","感叹词","","","NTNU LearnNoW","08B","8","","aha","INTJ","True","","","","Ordbank 词头匹配"
"akkurat","akkurat","副词","","","NTNU NoW1","08B","8","","akkurat","ADV","True","","","","Ordbank 词头匹配"
"alene","alene","副词","","","NTNU NoW1","08B","8","","alene","ADV","True","","","","Ordbank 词头匹配"
"alvorlig","alvorlig","形容词","","","NTNU NoW1","08B","8","","alvorlig · alvorlige · alvorligere · alvorligst · alvorligste","ADJ","True","","","","Ordbank 词头匹配"
"arm","arm","名词","","en","NTNU LearnNoW","08A","8","armen, armer, armene","arm · arme · armen · armene · armer · armere · armest · armeste · armt","NOUN","True","","","","Ordbank 词头匹配"
"bål","bål","名词","","et","NTNU NoW1","08A","8","","bål · båla · bålene · bålet","NOUN","True","","","","Ordbank 词头匹配"
"bedre","bedre","动词","","","NTNU NoW1","08A","8","","bedr · bedra · bedre · bedrede · bedrende · bedrer · bedres · bedret · bedrete","VERB; ADJ","True","","","","Ordbank 词头匹配"
"bekymret","bekymret","形容词","","","NTNU NoW1","08A","8","","bekymrede · bekymret · bekymrete","ADJ","True","","","","Ordbank 词头匹配"
"best","best","形容词","","","NTNU LearnNoW","08D","8","god, best, beste","best · besta · beste · bestene · bestet","ADJ","True","","","","Ordbank 词头匹配"
"bestemt","bestemt","形容词","","","NTNU LearnNoW","08C","8","bestemt, bestemte","bestemt · bestemte","ADJ","True","","","","Ordbank 词头匹配"
"bla","bla","动词","","å","NTNU LearnNoW","08C","8","blar, bladde, har bladd","bla · bladd · bladde · blaende · blar · blas","VERB","True","","","","Ordbank 词头匹配"
"blåse","blåse","动词","","å","NTNU NoW1","08A","8","","blås · blåsa · blåse · blåsen · blåsende · blåsene · blåser · blåses · blåst · blåste","VERB","True","","","","Ordbank 词头匹配"
"blyant","blyant","名词","","en","NTNU LearnNoW","08B","8","blyanten, blyanter, blyantene","blyant · blyanten · blyantene · blyanter","NOUN","True","","","","Ordbank 词头匹配"
"bort","bort","副词","","","NTNU NoW1","08B","8","","bort","ADV","True","","","","Ordbank 词头匹配"
"borte","borte","副词","","","NTNU NoW1","08A","8","","borte","ADV","True","","","","Ordbank 词头匹配"
"dårlig","dårlig","形容词","","","NTNU NoW1","08A","8","","dårlig · dårlige · dårligere · dårligst · dårligste · verre · verst · verste","ADJ","True","","","","Ordbank 词头匹配"
"deltaker","deltaker","名词","","en","NTNU LearnNoW","08B","8","deltakeren, deltakere, deltakerne","deltaker · deltakere · deltakeren · deltakerne","NOUN","True","","","","Ordbank 词头匹配"
"derfor","derfor","副词","","","NTNU LearnNoW","08B","8","","derfor","ADV","True","","","","Ordbank 词头匹配"
"disiplin","disiplin","名词","","en","NTNU LearnNoW","08D","8","disiplinen, disipliner, disiplinene","disiplin · disiplinen · disiplinene · disipliner","NOUN","True","","","","Ordbank 词头匹配"
"ekstra","ekstra","形容词","","","NTNU LearnNoW","08C","8","ekstra, ekstra","ekstra","ADJ","True","","","","Ordbank 词头匹配"
"elektrisitet","elektrisitet","名词","","","NTNU NoW1","08A","8","","elektrisitet · elektrisiteten · elektrisitetene · elektrisiteter","NOUN","True","","","","Ordbank 词头匹配"
"elendig","elendig","形容词","","","NTNU NoW1","08B","8","","elendig · elendige · elendigere · elendigst · elendigste","ADJ","True","","","","Ordbank 词头匹配"
"enda","enda","副词","","","NTNU LearnNoW","08A","8","","enda","ADV","True","","","","Ordbank 词头匹配"
"engelskprøve","engelskprøve","名词","","en","NTNU LearnNoW","08D","8","engelskprøven, engelskprøver, engelskprøvene","","","False","","","","存在多个可能词头；需人工消歧"
