"lemma","pos","candidateLevel","article","sourceCourses","courseUnits","firstChapter","sourceInflections","zh","exampleNb","exampleZh","levelBasis","reviewStatus"
"engasjert","形容词","A2","","NTNU LearnNoW; NorweigenLearn 当前词库","09D","9","engasjert · engasjert · engasjerte · mer engasjert · mest engasjert / engasjert, engasjerte","积极投入的；热心参与的；（任职）受聘的","Hun er engasjert i skolens miljøarbeid. / De engasjerte foreldrene hjelper til på skolen.","她积极参与学校的环保工作。 / 热心的家长们在学校帮忙。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"fikse","动词","A2","å","NTNU NoW1; NorweigenLearn 当前词库","09B","9","å fikse · fikser · fikset / fiksa · fikset / fiksa","修理；弄好；解决；安排（口语）","Kan du fikse sykkelen før helgen? / Vi fikset alt før gjestene kom.","你能在周末前把自行车修好吗？ / 客人来之前我们把一切都安排妥当了。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"fisker","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","09D","9","en fisker · fiskeren · fiskere · fiskerne / fiskeren, fiskere, fiskerne","渔民；捕鱼者；渔夫/渔妇","Fiskeren dro ut før soloppgang. / Mange fiskere arbeider langs norskekysten.","这位渔民在日出前就出海了。 / 许多渔民在挪威海岸沿线工作。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"fjelltur","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","09A","9","en fjelltur · fjellturen · fjellturer · fjellturene / fjellturen, fjellturer, fjellturene","山地徒步；登山旅行；去山里走一趟","Vi planlegger en fjelltur i helga hvis været holder. / Husk å ta med vann på fjellturen.","如果天气稳定，我们计划周末去山里徒步。 / 记得徒步时带上水。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"flybillett","名词","A2","en","NTNU NoW1; NorweigenLearn 当前词库","09B","9","en flybillett · flybilletten · flybilletter · flybillettene","飞机票；机票","Jeg må bestille en flybillett til Bergen. / Flybilletten ligger i e-posten min.","我得订一张去卑尔根的机票。 / 机票在我的电子邮件里。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"forslag","名词","A2","et","NTNU LearnNoW; NorweigenLearn 当前词库","09B","9","et forslag · forslaget · forslag · forslagene / forslaget, forslag, forslagene","建议；提议；方案","Har du et forslag til hva vi kan gjøre? / Hun kom med flere gode forslag.","你有什么建议，觉得我们可以做什么？ / 她提出了好几个不错的建议。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"frisør","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","09D","9","en frisør · frisøren · frisører · frisørene / frisøren, frisører, frisørene","理发师；发型师","Jeg skal til frisøren etter jobb. / Frisøren klippet håret kort.","我下班后要去理发。 / 理发师把头发剪短了。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"gjennomføring","名词","A2","ei","NTNU LearnNoW; NorweigenLearn 当前词库","09B","9","en gjennomføring · gjennomføringen · gjennomføringer · gjennomføringene / gjennomføringa, gjennomføringer, gjennomføringene","实施；执行；完成（计划、项目或活动）","God planlegging er viktig for gjennomføringen av prosjektet. / Gjennomføringen tok lengre tid enn vi trodde.","良好的规划对项目实施很重要。 / 实际执行花的时间比我们想的更长。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"hate","动词","A2","å","NTNU LearnNoW; NorweigenLearn 当前词库","09D","9","å hate · hater · hatet / hata · hatet / hata / hater, hatet, har hatet","恨；非常讨厌；极不喜欢","Jeg hater å komme for sent til møter. / Han hatet den kalde vinden på vei hjem.","我非常讨厌开会迟到。 / 他很讨厌回家路上的冷风。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"heller","副词","A2","","NTNU LearnNoW; NorweigenLearn 当前词库","09D","9","heller","宁可；也；也不；更（依句式）","Jeg tar heller te enn kaffe. / Hun kommer ikke i dag, og jeg kommer heller ikke.","比起咖啡，我宁愿喝茶。 / 她今天不来，我也不来。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"hensyn","名词","A2","et","NTNU LearnNoW; NorweigenLearn 当前词库","09B","9","et hensyn · hensynet · hensyn · hensynene / hensynet, hensyn, hensynene","考虑；顾及；体谅；因素（常用复数 hensyn）","Vi må ta hensyn til naboene når vi spiller musikk. / Av hensyn til sikkerheten holder døra låst.","放音乐时我们得顾及邻居。 / 出于安全考虑，门保持上锁。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"hotellrom","名词","A2","et","NTNU NoW1; NorweigenLearn 当前词库","09B","9","et hotellrom · hotellrommet · hotellrom · hotellrommene","酒店房间；旅馆客房","Vi bestilte et hotellrom nær stasjonen. / Hotellrommet har utsikt mot fjorden.","我们订了一间车站附近的酒店客房。 / 酒店房间可以看到峡湾。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"hovedpunkt","名词","A2","et","NTNU NoW1; NorweigenLearn 当前词库","09A","9","et hovedpunkt · hovedpunktet · hovedpunkter · hovedpunktene","要点；主要问题；核心项目","Kan du oppsummere de tre hovedpunktene i artikkelen? / Det viktigste hovedpunktet står i første avsnitt.","你能概括文章的三个要点吗？ / 最重要的要点写在第一段。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"imens","副词","A2","","NTNU LearnNoW; NorweigenLearn 当前词库","09C","9","imens","与此同时；在此期间；当……的时候","Jeg lager middag; imens kan du dekke bordet. / Hun leste avisa imens hun ventet på legen.","我做晚饭；与此同时你可以摆餐桌。 / 她等医生时看报纸。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"innen","介词","A2","","NTNU LearnNoW; NorweigenLearn 当前词库","09A","9","innen","在……之内；不迟于；在……范围内","Du får svar innen en uke. / Søknaden må sendes innen fredag.","你会在一周内收到答复。 / 申请必须在星期五之前寄出。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"innlegg","名词","A2","et","NTNU NoW1; NorweigenLearn 当前词库","09B","9","et innlegg · innlegget · innlegg · innleggene","帖子；发言；演讲；文章/评论（依语境）","Hun skrev et innlegg om norskopplæring på nettet. / Etter pausen holdt legen et kort innlegg om søvn.","她在网上写了一篇关于挪威语教学的帖子。 / 休息后，医生做了一个关于睡眠的简短发言。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"instituttleder","名词","A2","en","NTNU NoW1; NorweigenLearn 当前词库","09A","9","en instituttleder · instituttlederen · instituttledere · instituttlederne","研究所/系主任；学院部门负责人","Instituttlederen informerte de ansatte om endringene. / Universitetet søker en ny instituttleder.","系主任向员工介绍了这些变动。 / 大学正在招聘一位新的系主任。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"interessert","形容词","A2","","NTNU LearnNoW; NorweigenLearn 当前词库","09D","9","interessert · interessert · interesserte · mer interessert · mest interessert / interessert, interesserte","感兴趣的；有兴趣的","Jeg er interessert i norsk litteratur. / De interesserte elevene stilte mange spørsmål.","我对挪威文学感兴趣。 / 那些感兴趣的学生提出了很多问题。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"intervjue","动词","A2","å","NTNU LearnNoW; NorweigenLearn 当前词库","09D","9","å intervjue · intervjuer · intervjuet / intervjua · intervjuet / intervjua / intervjuer, intervjuet, har intervjuet","采访；面试；访谈","Journalisten intervjuet ordføreren om den nye planen. / Jeg skal intervjue tre søkere i morgen.","记者就新计划采访了市长。 / 我明天要面试三位申请者。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"joggesko","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","09A","9","en joggesko · joggeskoen · joggesko · joggeskoa / joggeskoene","跑鞋；运动鞋（常成双使用）","Jeg trenger et par nye joggesko før løpet. / Joggeskoene står ved døra.","比赛前我需要买一双新跑鞋。 / 跑鞋放在门边。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"journal","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","09C","9","en journal · journalen · journaler · journalene / journalen, journaler, journalene","病历；日志；期刊/刊物（依语境）","Legen skrev notatet inn i pasientjournalen. / Journalen viser hvilke medisiner hun bruker.","医生把记录写进了患者病历。 / 病历显示她在使用哪些药物。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"journalist","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","09D","9","en journalist · journalisten · journalister · journalistene / journalisten, journalister, journalistene","记者；新闻工作者","Journalisten skrev en artikkel om den nye skolen. / Flere journalister møtte opp på pressekonferansen.","记者写了一篇关于新学校的文章。 / 多位记者出席了新闻发布会。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"kakao","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","09A","9","kakao · kakaoen / kakaoen, kakaoer, kakaoene","可可；热可可饮料","Barna drakk varm kakao etter skituren. / Vil du ha kakao med kremfløte?","孩子们滑雪后喝了热可可。 / 你想要加奶油的可可吗？","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"klare","动词","A2","å","NTNU LearnNoW; NorweigenLearn 当前词库","09B","9","å klare · klarer · klarte · klart / klarer, klarte, har klart","设法做到；完成；应付；弄清楚（依结构）","Jeg klarte å forstå beskjeden uten oversettelse. / Hun klarte seg godt på den nye jobben.","我设法不靠翻译就理解了这条通知。 / 她在新工作上应付得很好。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"klasseavis","名词","A2","ei","NTNU LearnNoW; NorweigenLearn 当前词库","09D","9","en klasseavis · klasseavisa / klasseavisen · klasseaviser · klasseavisene / klasseavisa, klasseaviser, klasseavisene","班级报纸；班级制作的报刊","Elevene lager en klasseavis på norsktimen. / Klasseavisa inneholder intervjuer og tegninger.","学生们在挪威语课上制作一份班级报纸。 / 班级报纸里有采访和绘画。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"kommunikasjon","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","09C","9","en kommunikasjon · kommunikasjonen · kommunikasjoner · kommunikasjonene / kommunikasjonen, kommunikasjoner, kommunikasjonene","沟通；交流；通信；交通联系（依语境）","God kommunikasjon gjør samarbeidet enklere. / Vi bruker e-post som kommunikasjon med kundene.","良好的沟通能让合作更顺畅。 / 我们用电子邮件与客户沟通。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"konferanse","名词","A2","en","NTNU NoW1; NorweigenLearn 当前词库","09B","9","en konferanse · konferansen · konferanser · konferansene","会议；研讨会；专业大会","Legen deltar på en konferanse i Bergen neste uke. / Konferansen samler lærere fra hele landet.","医生下周会在卑尔根参加一场会议。 / 这场研讨会汇集了来自全国各地的教师。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"kontakte","动词","A2","å","NTNU LearnNoW; NorweigenLearn 当前词库","09A","9","å kontakte · kontakter · kontaktet / kontakta · kontaktet / kontakta / kontakter, kontaktet, har kontaktet","联系；联络；与……取得联系","Du bør kontakte fastlegen hvis feberen ikke går ned. / Jeg kontaktet kommunen for å spørre om barnehageplass.","如果烧不退，你应该联系家庭医生。 / 我联系了市政府，询问幼儿园名额的事。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
